com.samsung.health.exercise,6040047,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
max_rpm,live_data,mean_rpm,distance,max_caloricburn_rate,additional,vo2_max,altitude_gain,deviceuuid,duration,update_time,datauuid,location_data,decline_distance,altitude_loss,mean_caloricburn_rate,incline_distance,max_altitude,max_cadence,create_time,time_offset,mean_speed,mean_heart_rate,custom,count_type,min_altitude,count,end_time,max_speed,exercise_type,start_time,max_power,pkg_name,mean_power,min_heart_rate,calorie,comment,max_heart_rate,mean_cadence,exercise_custom_type
,434c1837-cc57-4bdc-85a7-9d933ba21f86.live_data.json,,889.07,,,,,rUH8SYH2sd,805433,43:44.0,434c1837-cc57-4bdc-85a7-9d933ba21f86,,,,,,,,43:44.0,UTC-0800,1.1038411,,,,,,41:37.0,1.3303332,1001,28:12.0,,com.sec.android.app.shealth,,,40.77,,,,
,4e2fa012-132a-473c-b640-79374e6127fa.live_data.json,,842.33,,,,,rUH8SYH2sd,743490,45:21.7,4e2fa012-132a-473c-b640-79374e6127fa,,,,,,,,45:21.7,UTC-0800,1.1329406,,,,,,42:23.0,1.2121667,1001,30:00.0,,com.sec.android.app.shealth,,,40.08,,,,
,ec784b2b-e1ee-41d3-8782-b62a78ee717e.live_data.json,,796.85004,,,,,rUH8SYH2sd,786535,19:08.7,ec784b2b-e1ee-41d3-8782-b62a78ee717e,,,,,,,,19:08.7,UTC-0800,1.0131145,,,,,,05:06.0,1.3055556,1001,52:00.0,,com.sec.android.app.shealth,,,35.91,,,,
,4b0b4d27-8b62-47d5-9050-95ae37f1d54a.live_data.json,,893.76996,,,,,rUH8SYH2sd,771776,50:51.9,4b0b4d27-8b62-47d5-9050-95ae37f1d54a,,,,,,,,50:51.9,UTC-0800,1.1580691,,,,,,49:51.0,1.2830001,1001,37:00.0,,com.sec.android.app.shealth,,,41.17,,,,
,fc92225c-00cd-4b80-a25e-577946348a48.live_data.json,,912.21,,,,,rUH8SYH2sd,787520,07:52.9,fc92225c-00cd-4b80-a25e-577946348a48,,,,,,,,07:52.9,UTC-0800,1.1583323,,,,,,06:31.0,1.4166666,1001,53:24.0,,com.sec.android.app.shealth,,,40.66,,,,
,8df419ad-2338-41ff-a3b2-383fd0cce940.live_data.json,,864.33,,,,,rUH8SYH2sd,747109,48:42.2,8df419ad-2338-41ff-a3b2-383fd0cce940,,,,,,,,48:42.2,UTC-0800,1.1568996,,,,,,21:27.0,1.25,1001,09:00.0,,com.sec.android.app.shealth,,,41.08,,,,
,508f32c3-37ac-4325-837c-4158ebec4217.live_data.json,,845.7,,,,,rUH8SYH2sd,711743,41:29.0,508f32c3-37ac-4325-837c-4158ebec4217,,,,,,,,41:29.0,UTC-0800,1.1882098,,,,,,40:03.0,1.2777778,1001,28:11.0,,com.sec.android.app.shealth,,,38.33,,,,
,14bb574a-d7af-4842-834b-491f961f130b.live_data.json,,776.13,,,,,rUH8SYH2sd,679980,02:25.1,14bb574a-d7af-4842-834b-491f961f130b,,,,,,,,02:25.1,UTC-0800,1.1414013,,,,,,02:19.0,1.3611112,1001,51:00.0,,com.sec.android.app.shealth,,,33.09,,,,
,acd700a3-9476-4d04-8d99-1f8a06f90f31.live_data.json,,1055.93,,,,,rUH8SYH2sd,901707,37:33.0,acd700a3-9476-4d04-8d99-1f8a06f90f31,,,,,,,,37:33.0,UTC-0800,1.1710345,,,,,,36:27.0,1.2777778,1001,21:25.0,,com.sec.android.app.shealth,,,50.39,,,,
,bf30bd4b-dd66-4c7c-af21-11982fef77ae.live_data.json,,972.22,,,,,rUH8SYH2sd,756324,05:38.8,bf30bd4b-dd66-4c7c-af21-11982fef77ae,,,,,,,,05:38.8,UTC-0800,1.2854544,,,,,,59:39.0,1.3888888,1001,47:03.0,,com.sec.android.app.shealth,,,42.66,,,,
